,Platform,Year,Global_Sales
3731,DS,2008-01-01,0.54
10263,Wii,2008-01-01,0.11
3032,Wii,2008-01-01,0.67
9258,Wii,2008-01-01,0.14
1557,X360,2008-01-01,1.27
13479,Wii,2008-01-01,0.04
840,PS3,2008-01-01,2.02
13455,DS,2008-01-01,0.04
9330,PS3,2008-01-01,0.13
801,PS3,2008-01-01,2.08
1834,PS3,2008-01-01,1.11
369,X360,2008-01-01,3.52
1562,Wii,2008-01-01,1.27
3004,PS3,2008-01-01,0.68
3006,DS,2008-01-01,0.67
11720,Wii,2008-01-01,0.08
11723,PS3,2008-01-01,0.08
15205,PC,2008-01-01,0.02
7528,X360,2008-01-01,0.2
16401,PSP,2008-01-01,0.01
11875,PSP,2008-01-01,0.07
11726,DS,2008-01-01,0.08
6392,DS,2008-01-01,0.27
3103,PSP,2008-01-01,0.65
11715,Wii,2008-01-01,0.08
14068,DS,2008-01-01,0.04
11883,Wii,2008-01-01,0.07
7455,DS,2008-01-01,0.21
6780,DS,2008-01-01,0.24
7449,DS,2008-01-01,0.21
324,X360,2008-01-01,3.78
1292,DS,2008-01-01,1.47
7540,PS2,2008-01-01,0.2
9386,PS2,2008-01-01,0.13
14061,DS,2008-01-01,0.04
9385,PS2,2008-01-01,0.13
3752,Wii,2008-01-01,0.54
9193,DS,2008-01-01,0.14
9382,DS,2008-01-01,0.13
3114,DS,2008-01-01,0.65
5006,PS2,2008-01-01,0.38
6384,X360,2008-01-01,0.27
3749,DS,2008-01-01,0.54
10876,X360,2008-01-01,0.09
3001,PC,2008-01-01,0.68
11730,Wii,2008-01-01,0.08
9358,DS,2008-01-01,0.13
9343,Wii,2008-01-01,0.13
3739,DS,2008-01-01,0.54
7465,DS,2008-01-01,0.21
9341,Wii,2008-01-01,0.13
9340,PS2,2008-01-01,0.13
15419,PSP,2008-01-01,0.02
4990,Wii,2008-01-01,0.38
11744,Wii,2008-01-01,0.07
13844,PS2,2008-01-01,0.04
11747,X360,2008-01-01,0.07
4905,DS,2008-01-01,0.39
3092,X360,2008-01-01,0.66
4907,PSP,2008-01-01,0.39
14208,DS,2008-01-01,0.03
4909,DS,2008-01-01,0.39
15221,DS,2008-01-01,0.02
1550,PS3,2008-01-01,1.27
4901,Wii,2008-01-01,0.39
3097,PS3,2008-01-01,0.65
14221,DS,2008-01-01,0.03
11870,PS2,2008-01-01,0.07
3099,X360,2008-01-01,0.65
9356,PS3,2008-01-01,0.13
9216,DS,2008-01-01,0.14
14206,DS,2008-01-01,0.03
4888,PS3,2008-01-01,0.39
4994,PS3,2008-01-01,0.38
14945,PC,2008-01-01,0.02
4890,DS,2008-01-01,0.39
7520,PS2,2008-01-01,0.2
4218,DS,2008-01-01,0.47
4897,Wii,2008-01-01,0.39
4898,PS2,2008-01-01,0.39
11737,PS2,2008-01-01,0.07
3096,PS2,2008-01-01,0.65
4912,DS,2008-01-01,0.39
15023,PC,2008-01-01,0.02
4790,PS3,2008-01-01,0.4
3612,DS,2008-01-01,0.56
11257,PS2,2008-01-01,0.08
3452,Wii,2008-01-01,0.58
458,X360,2008-01-01,3.05
11260,DS,2008-01-01,0.08
10105,Wii,2008-01-01,0.11
7132,DS,2008-01-01,0.23
15106,PS2,2008-01-01,0.02
11266,PSP,2008-01-01,0.08
3450,DS,2008-01-01,0.58
9857,DS,2008-01-01,0.12
15565,PC,2008-01-01,0.02
15105,PC,2008-01-01,0.02
9854,PSP,2008-01-01,0.12
3614,DS,2008-01-01,0.56
14132,PC,2008-01-01,0.03
9847,PS2,2008-01-01,0.12
3440,PS2,2008-01-01,0.58
3438,Wii,2008-01-01,0.58
7255,DS,2008-01-01,0.22
15459,PSP,2008-01-01,0.02
7251,Wii,2008-01-01,0.22
4499,PS2,2008-01-01,0.43
9874,DS,2008-01-01,0.12
6726,PS2,2008-01-01,0.25
14127,DS,2008-01-01,0.03
7229,DS,2008-01-01,0.22
7138,PS2,2008-01-01,0.22
461,X360,2008-01-01,3.03
11225,PSP,2008-01-01,0.09
3597,X360,2008-01-01,0.56
1381,PS2,2008-01-01,1.4
11231,DS,2008-01-01,0.09
7236,DS,2008-01-01,0.22
4320,Wii,2008-01-01,0.45
4534,DS,2008-01-01,0.43
1349,Wii,2008-01-01,1.43
3601,DS,2008-01-01,0.56
15462,PC,2008-01-01,0.02
6625,Wii,2008-01-01,0.25
16484,DS,2008-01-01,0.01
13690,PS2,2008-01-01,0.04
6621,X360,2008-01-01,0.25
3458,PS3,2008-01-01,0.58
15110,PS2,2008-01-01,0.02
3606,Wii,2008-01-01,0.56
11251,PSP,2008-01-01,0.08
7135,Wii,2008-01-01,0.22
11044,PS3,2008-01-01,0.09
11287,Wii,2008-01-01,0.08
3429,PSP,2008-01-01,0.59
13663,Wii,2008-01-01,0.04
4552,X360,2008-01-01,0.43
11313,DS,2008-01-01,0.08
723,DS,2008-01-01,2.23
13661,PSP,2008-01-01,0.04
13660,DS,2008-01-01,0.04
9792,Wii,2008-01-01,0.12
13659,DS,2008-01-01,0.04
11322,PS2,2008-01-01,0.08
9789,DS,2008-01-01,0.12
15089,PC,2008-01-01,0.02
3410,Wii,2008-01-01,0.59
3404,X360,2008-01-01,0.59
1582,PS3,2008-01-01,1.25
3400,PS2,2008-01-01,0.59
11333,DS,2008-01-01,0.08
3395,Wii,2008-01-01,0.59
15589,PC,2008-01-01,0.02
9777,X360,2008-01-01,0.12
3386,X360,2008-01-01,0.59
3382,PC,2008-01-01,0.59
6584,PS3,2008-01-01,0.26
1584,PS2,2008-01-01,1.25
15541,PC,2008-01-01,0.02
10118,PS3,2008-01-01,0.11
13668,PS3,2008-01-01,0.04
11293,DS,2008-01-01,0.08
15458,Wii,2008-01-01,0.02
13679,DS,2008-01-01,0.04
1690,Wii,2008-01-01,1.19
3425,X360,2008-01-01,0.59
15095,Wii,2008-01-01,0.02
9829,Wii,2008-01-01,0.12
9827,X360,2008-01-01,0.12
9826,PS2,2008-01-01,0.12
9825,DS,2008-01-01,0.12
719,PSP,2008-01-01,2.25
13674,DS,2008-01-01,0.04
6612,DS,2008-01-01,0.25
4546,PS2,2008-01-01,0.43
14140,DS,2008-01-01,0.03
9814,DS,2008-01-01,0.12
3422,Wii,2008-01-01,0.59
9812,DS,2008-01-01,0.12
11303,DS,2008-01-01,0.08
9809,PSP,2008-01-01,0.12
15092,PS2,2008-01-01,0.02
15583,DS,2008-01-01,0.02
7263,X360,2008-01-01,0.22
9913,Wii,2008-01-01,0.12
702,PS3,2008-01-01,2.28
1671,Wii,2008-01-01,1.2
7176,DS,2008-01-01,0.22
10015,DS,2008-01-01,0.11
10062,DS,2008-01-01,0.11
11128,DS,2008-01-01,0.09
10011,PS3,2008-01-01,0.11
4384,PS2,2008-01-01,0.45
13776,PS2,2008-01-01,0.04
10006,X360,2008-01-01,0.11
1618,X360,2008-01-01,1.23
3556,X360,2008-01-01,0.57
4377,X360,2008-01-01,0.45
4401,Wii,2008-01-01,0.45
14111,DS,2008-01-01,0.03
3555,Wii,2008-01-01,0.57
9997,DS,2008-01-01,0.11
9995,DS,2008-01-01,0.12
4343,X360,2008-01-01,0.45
11083,Wii,2008-01-01,0.09
11082,PC,2008-01-01,0.09
6672,PSP,2008-01-01,0.25
1629,Wii,2008-01-01,1.23
3540,Wii,2008-01-01,0.57
4405,PSP,2008-01-01,0.45
692,DS,2008-01-01,2.3
6683,X360,2008-01-01,0.25
7171,DS,2008-01-01,0.22
15485,PC,2008-01-01,0.02
677,Wii,2008-01-01,2.34
6708,X360,2008-01-01,0.25
10048,X360,2008-01-01,0.11
11098,Wii,2008-01-01,0.09
11101,X360,2008-01-01,0.09
13767,DS,2008-01-01,0.04
11109,DS,2008-01-01,0.09
15489,DS,2008-01-01,0.02
15491,PSP,2008-01-01,0.02
6695,PS2,2008-01-01,0.25
1607,PS2,2008-01-01,1.24
496,X360,2008-01-01,2.9
4366,PS3,2008-01-01,0.45
7162,DS,2008-01-01,0.22
13765,PS2,2008-01-01,0.04
10030,DS,2008-01-01,0.11
11090,PSP,2008-01-01,0.09
7167,PS2,2008-01-01,0.22
14102,Wii,2008-01-01,0.03
16508,PC,2008-01-01,0.01
15501,DS,2008-01-01,0.02
11112,PS3,2008-01-01,0.09
7284,DS,2008-01-01,0.22
11153,Wii,2008-01-01,0.09
6713,Wii,2008-01-01,0.25
16515,DS,2008-01-01,0.01
11072,Wii,2008-01-01,0.09
4444,Wii,2008-01-01,0.44
15526,PS2,2008-01-01,0.02
10080,PS2,2008-01-01,0.11
9939,PS3,2008-01-01,0.12
4331,DS,2008-01-01,0.45
3510,PS2,2008-01-01,0.57
16492,PS2,2008-01-01,0.01
6654,X360,2008-01-01,0.25
701,PS2,2008-01-01,2.28
3503,PS3,2008-01-01,0.57
1362,X360,2008-01-01,1.42
16491,PC,2008-01-01,0.01
16490,PSP,2008-01-01,0.01
3500,PS3,2008-01-01,0.58
11068,X360,2008-01-01,0.09
9923,X360,2008-01-01,0.12
11205,DS,2008-01-01,0.09
11210,DS,2008-01-01,0.09
16488,Wii,2008-01-01,0.01
9917,DS,2008-01-01,0.12
11196,DS,2008-01-01,0.09
7191,Wii,2008-01-01,0.22
3515,X360,2008-01-01,0.57
11181,DS,2008-01-01,0.09
6665,Wii,2008-01-01,0.25
7193,Wii,2008-01-01,0.22
11156,Wii,2008-01-01,0.09
16502,PS2,2008-01-01,0.01
11157,DS,2008-01-01,0.09
4336,X360,2008-01-01,0.45
9974,PS2,2008-01-01,0.12
9973,DS,2008-01-01,0.12
15518,DS,2008-01-01,0.02
3527,DS,2008-01-01,0.57
9952,Wii,2008-01-01,0.12
6659,PS2,2008-01-01,0.25
481,DS,2008-01-01,2.96
674,X360,2008-01-01,2.35
39,Wii,2008-01-01,13.04
4334,Wii,2008-01-01,0.45
16514,DS,2008-01-01,0.01
11175,DS,2008-01-01,0.09
3521,PS2,2008-01-01,0.57
3519,DS,2008-01-01,0.57
7204,DS,2008-01-01,0.22
7205,Wii,2008-01-01,0.22
11166,X360,2008-01-01,0.09
7285,PS2,2008-01-01,0.22
16473,Wii,2008-01-01,0.01
15077,Wii,2008-01-01,0.02
3256,DS,2008-01-01,0.62
15026,PC,2008-01-01,0.02
4281,X360,2008-01-01,0.46
9131,PS2,2008-01-01,0.14
4720,X360,2008-01-01,0.41
7361,Wii,2008-01-01,0.21
15015,Wii,2008-01-01,0.02
3659,DS,2008-01-01,0.55
9577,PS3,2008-01-01,0.13
10172,PS2,2008-01-01,0.11
6753,PS3,2008-01-01,0.25
4730,PS3,2008-01-01,0.41
13594,DS,2008-01-01,0.04
9570,PS2,2008-01-01,0.13
412,Wii,2008-01-01,3.27
3660,DS,2008-01-01,0.55
13592,Wii,2008-01-01,0.04
11539,DS,2008-01-01,0.08
9565,Wii,2008-01-01,0.13
13590,Wii,2008-01-01,0.04
14077,PC,2008-01-01,0.04
4736,Wii,2008-01-01,0.41
13595,PC,2008-01-01,0.04
9559,DS,2008-01-01,0.13
9589,Wii,2008-01-01,0.13
16527,DS,2008-01-01,0.01
3285,PS2,2008-01-01,0.61
425,PSP,2008-01-01,3.19
9616,DS,2008-01-01,0.13
11486,DS,2008-01-01,0.08
3284,PS3,2008-01-01,0.61
6520,PSP,2008-01-01,0.26
10163,X360,2008-01-01,0.11
15635,PS2,2008-01-01,0.02
11492,Wii,2008-01-01,0.08
9608,Wii,2008-01-01,0.13
10980,PSP,2008-01-01,0.09
1739,PS3,2008-01-01,1.16
15037,DS,2008-01-01,0.02
11495,DS,2008-01-01,0.08
3276,X360,2008-01-01,0.62
4707,DS,2008-01-01,0.41
3655,PSP,2008-01-01,0.55
9599,PS2,2008-01-01,0.13
9597,DS,2008-01-01,0.13
9596,Wii,2008-01-01,0.13
15032,PC,2008-01-01,0.02
14167,DS,2008-01-01,0.03
10164,X360,2008-01-01,0.11
11483,PC,2008-01-01,0.08
15656,DS,2008-01-01,0.02
11546,DS,2008-01-01,0.08
9518,Wii,2008-01-01,0.13
4759,Wii,2008-01-01,0.41
14994,PC,2008-01-01,0.02
4760,PS3,2008-01-01,0.41
13564,DS,2008-01-01,0.04
15665,DS,2008-01-01,0.02
3207,X360,2008-01-01,0.63
399,DS,2008-01-01,3.36
15195,DS,2008-01-01,0.02
3688,PS2,2008-01-01,0.54
7389,DS,2008-01-01,0.21
11601,DS,2008-01-01,0.08
4781,PS3,2008-01-01,0.4
1773,DS,2008-01-01,1.15
56,PS3,2008-01-01,10.57
10197,X360,2008-01-01,0.11
779,PS3,2008-01-01,2.11
9492,PSP,2008-01-01,0.13
3200,PSP,2008-01-01,0.63
394,X360,2008-01-01,3.38
4260,DS,2008-01-01,0.46
11612,DS,2008-01-01,0.08
11602,Wii,2008-01-01,0.08
9557,PS3,2008-01-01,0.13
7093,PS2,2008-01-01,0.23
4757,Wii,2008-01-01,0.41
9554,PS3,2008-01-01,0.13
11549,DS,2008-01-01,0.08
3675,Wii,2008-01-01,0.55
10180,Wii,2008-01-01,0.11
15008,Wii,2008-01-01,0.02
13579,PSP,2008-01-01,0.04
9543,DS,2008-01-01,0.13
10183,DS,2008-01-01,0.11
13576,PS2,2008-01-01,0.04
11560,DS,2008-01-01,0.08
11570,PC,2008-01-01,0.08
6497,DS,2008-01-01,0.26
6762,PS3,2008-01-01,0.25
9533,PS2,2008-01-01,0.13
11563,Wii,2008-01-01,0.08
10960,DS,2008-01-01,0.09
15004,PC,2008-01-01,0.02
13567,DS,2008-01-01,0.04
11567,Wii,2008-01-01,0.08
4755,PS2,2008-01-01,0.41
9526,Wii,2008-01-01,0.13
3682,Wii,2008-01-01,0.55
1761,PC,2008-01-01,1.15
11617,DS,2008-01-01,0.08
15042,PS2,2008-01-01,0.02
9622,DS,2008-01-01,0.13
11388,PC,2008-01-01,0.08
16458,Wii,2008-01-01,0.01
16457,DS,2008-01-01,0.01
9722,Wii,2008-01-01,0.12
9721,PS2,2008-01-01,0.12
11390,DS,2008-01-01,0.08
11013,Wii,2008-01-01,0.09
9718,DS,2008-01-01,0.12
11011,DS,2008-01-01,0.09
7308,DS,2008-01-01,0.22
9732,DS,2008-01-01,0.12
16454,PS2,2008-01-01,0.01
15179,PC,2008-01-01,0.02
11399,PS3,2008-01-01,0.08
4616,PSP,2008-01-01,0.42
13638,PC,2008-01-01,0.04
7314,PS3,2008-01-01,0.21
6549,Wii,2008-01-01,0.26
15057,Wii,2008-01-01,0.02
13634,Wii,2008-01-01,0.04
9701,PS2,2008-01-01,0.12
4629,PS2,2008-01-01,0.42
7310,DS,2008-01-01,0.22
15611,PC,2008-01-01,0.02
6557,DS,2008-01-01,0.26
733,X360,2008-01-01,2.2
3375,X360,2008-01-01,0.6
9764,PS2,2008-01-01,0.12
11354,PS2,2008-01-01,0.08
11029,DS,2008-01-01,0.09
6573,Wii,2008-01-01,0.26
11028,Wii,2008-01-01,0.09
11026,DS,2008-01-01,0.09
4572,DS,2008-01-01,0.42
9757,PS2,2008-01-01,0.12
3364,Wii,2008-01-01,0.6
15601,PC,2008-01-01,0.02
7289,Wii,2008-01-01,0.22
9748,DS,2008-01-01,0.12
7296,Wii,2008-01-01,0.22
7119,X360,2008-01-01,0.23
6567,X360,2008-01-01,0.26
11022,DS,2008-01-01,0.09
15174,PC,2008-01-01,0.02
1383,PS3,2008-01-01,1.4
4589,DS,2008-01-01,0.42
16463,DS,2008-01-01,0.01
1707,PSP,2008-01-01,1.18
16465,Wii,2008-01-01,0.01
10162,PSP,2008-01-01,0.11
13813,DS,2008-01-01,0.04
11413,DS,2008-01-01,0.08
7337,PS2,2008-01-01,0.21
16525,DS,2008-01-01,0.01
3307,DS,2008-01-01,0.61
1328,Wii,2008-01-01,1.45
3304,Wii,2008-01-01,0.61
6745,DS,2008-01-01,0.25
7106,PSP,2008-01-01,0.23
9641,DS,2008-01-01,0.13
1736,X360,2008-01-01,1.17
436,DS,2008-01-01,3.15
9651,PSP,2008-01-01,0.13
15627,Wii,2008-01-01,0.02
11467,DS,2008-01-01,0.08
434,DS,2008-01-01,3.16
7344,PS3,2008-01-01,0.21
11470,DS,2008-01-01,0.08
432,DS,2008-01-01,3.17
9628,Wii,2008-01-01,0.13
9626,DS,2008-01-01,0.13
14165,PSP,2008-01-01,0.03
15443,PC,2008-01-01,0.02
13817,DS,2008-01-01,0.04
1318,PS3,2008-01-01,1.45
4636,PS2,2008-01-01,0.42
11444,DS,2008-01-01,0.08
7334,Wii,2008-01-01,0.21
11414,Wii,2008-01-01,0.08
3329,DS,2008-01-01,0.61
9689,Wii,2008-01-01,0.12
16446,PS2,2008-01-01,0.01
16444,PC,2008-01-01,0.01
4644,Wii,2008-01-01,0.42
3324,Wii,2008-01-01,0.61
4649,DS,2008-01-01,0.42
10146,DS,2008-01-01,0.11
1717,PC,2008-01-01,1.17
16524,PS2,2008-01-01,0.01
13814,PSP,2008-01-01,0.04
738,Wii,2008-01-01,2.2
3315,DS,2008-01-01,0.61
15617,PS2,2008-01-01,0.02
51,X360,2008-01-01,11.02
11436,Wii,2008-01-01,0.08
1720,PS3,2008-01-01,1.17
9661,Wii,2008-01-01,0.12
3312,X360,2008-01-01,0.61
7110,PSP,2008-01-01,0.23
1723,Wii,2008-01-01,1.17
9674,X360,2008-01-01,0.12
10305,X360,2008-01-01,0.11
9056,PSP,2008-01-01,0.14
14853,DS,2008-01-01,0.03
14353,DS,2008-01-01,0.03
10478,DS,2008-01-01,0.1
16038,PS2,2008-01-01,0.01
13099,DS,2008-01-01,0.05
8440,PS2,2008-01-01,0.17
8438,Wii,2008-01-01,0.17
208,X360,2008-01-01,4.96
6078,DS,2008-01-01,0.29
1059,PS3,2008-01-01,1.69
5620,PS2,2008-01-01,0.32
8433,PS3,2008-01-01,0.17
8432,DS,2008-01-01,0.17
12603,X360,2008-01-01,0.06
13940,PS3,2008-01-01,0.04
16046,PC,2008-01-01,0.01
14570,DS,2008-01-01,0.03
16232,PS2,2008-01-01,0.01
15280,DS,2008-01-01,0.02
14568,PC,2008-01-01,0.03
1198,Wii,2008-01-01,1.55
6954,DS,2008-01-01,0.23
16033,PS2,2008-01-01,0.01
5608,X360,2008-01-01,0.32
16030,DS,2008-01-01,0.01
2129,Wii,2008-01-01,0.97
5587,PS3,2008-01-01,0.32
14593,DS,2008-01-01,0.03
16575,PSP,2008-01-01,0.01
12572,PC,2008-01-01,0.06
6093,PSP,2008-01-01,0.29
8479,PSP,2008-01-01,0.16
5589,DS,2008-01-01,0.32
7880,DS,2008-01-01,0.19
2496,X360,2008-01-01,0.83
3895,DS,2008-01-01,0.51
10484,Wii,2008-01-01,0.1
2495,Wii,2008-01-01,0.83
5594,DS,2008-01-01,0.32
6089,DS,2008-01-01,0.29
14584,DS,2008-01-01,0.03
2483,DS,2008-01-01,0.83
14347,PS3,2008-01-01,0.03
2480,Wii,2008-01-01,0.83
5605,Wii,2008-01-01,0.32
3901,Wii,2008-01-01,0.51
8455,PS3,2008-01-01,0.17
16029,PS2,2008-01-01,0.01
8471,Wii,2008-01-01,0.16
16228,DS,2008-01-01,0.01
2460,DS,2008-01-01,0.84
12620,DS,2008-01-01,0.06
5690,DS,2008-01-01,0.32
2159,X360,2008-01-01,0.96
7922,Wii,2008-01-01,0.19
6952,PS3,2008-01-01,0.23
5692,Wii,2008-01-01,0.32
16580,PS2,2008-01-01,0.01
6055,Wii,2008-01-01,0.29
14378,DS,2008-01-01,0.03
14380,DS,2008-01-01,0.03
16218,Wii,2008-01-01,0.01
14546,PSP,2008-01-01,0.03
12663,DS,2008-01-01,0.06
2163,DS,2008-01-01,0.96
2432,Wii,2008-01-01,0.85
3920,PS3,2008-01-01,0.51
8359,DS,2008-01-01,0.17
7937,PS3,2008-01-01,0.19
15327,DS,2008-01-01,0.02
12675,DS,2008-01-01,0.06
189,DS,2008-01-01,5.14
12676,DS,2008-01-01,0.06
13053,DS,2008-01-01,0.05
14011,PC,2008-01-01,0.04
7874,PS2,2008-01-01,0.19
12648,PS2,2008-01-01,0.06
14547,PC,2008-01-01,0.03
6069,Wii,2008-01-01,0.29
5641,PSP,2008-01-01,0.32
5643,Wii,2008-01-01,0.32
8410,PS3,2008-01-01,0.17
13942,DS,2008-01-01,0.04
12627,DS,2008-01-01,0.06
12628,DS,2008-01-01,0.06
8405,PS2,2008-01-01,0.17
5660,DS,2008-01-01,0.32
16053,X360,2008-01-01,0.01
3913,PS3,2008-01-01,0.51
14557,PS2,2008-01-01,0.03
16054,PS2,2008-01-01,0.01
15282,DS,2008-01-01,0.02
5664,Wii,2008-01-01,0.32
1067,X360,2008-01-01,1.69
5675,PS2,2008-01-01,0.32
8395,PS2,2008-01-01,0.17
6065,DS,2008-01-01,0.29
12640,X360,2008-01-01,0.06
16055,PS2,2008-01-01,0.01
15330,Wii,2008-01-01,0.02
4046,X360,2008-01-01,0.49
1051,Wii,2008-01-01,1.7
16016,DS,2008-01-01,0.01
4058,X360,2008-01-01,0.49
16572,PS2,2008-01-01,0.01
6135,PS3,2008-01-01,0.28
1535,DS,2008-01-01,1.29
5497,DS,2008-01-01,0.33
12457,PS2,2008-01-01,0.06
10723,DS,2008-01-01,0.1
16259,DS,2008-01-01,0.01
5507,PS3,2008-01-01,0.33
4076,PC,2008-01-01,0.49
2096,PSP,2008-01-01,0.99
16261,PS2,2008-01-01,0.01
7833,PS3,2008-01-01,0.19
2578,Wii,2008-01-01,0.8
12467,DS,2008-01-01,0.06
2098,PS3,2008-01-01,0.99
5518,DS,2008-01-01,0.33
14021,PC,2008-01-01,0.04
8573,DS,2008-01-01,0.16
12477,PC,2008-01-01,0.06
12478,DS,2008-01-01,0.06
16256,PC,2008-01-01,0.01
12483,DS,2008-01-01,0.06
7834,DS,2008-01-01,0.19
7838,PS2,2008-01-01,0.19
6845,Wii,2008-01-01,0.24
3872,DS,2008-01-01,0.52
15985,DS,2008-01-01,0.01
8626,DS,2008-01-01,0.16
12417,PS2,2008-01-01,0.06
12418,PS2,2008-01-01,0.06
2600,PS2,2008-01-01,0.79
12420,PSP,2008-01-01,0.06
5476,Wii,2008-01-01,0.33
14322,DS,2008-01-01,0.03
13173,DS,2008-01-01,0.05
14654,PC,2008-01-01,0.03
15991,Wii,2008-01-01,0.01
14324,PS2,2008-01-01,0.03
10425,DS,2008-01-01,0.1
8609,DS,2008-01-01,0.16
8608,DS,2008-01-01,0.16
12435,Wii,2008-01-01,0.06
10428,Wii,2008-01-01,0.1
6981,PS3,2008-01-01,0.23
4079,DS,2008-01-01,0.49
1417,PS3,2008-01-01,1.37
1486,PC,2008-01-01,1.32
8599,PSP,2008-01-01,0.16
10729,DS,2008-01-01,0.1
4039,DS,2008-01-01,0.49
7839,PS2,2008-01-01,0.19
14634,DS,2008-01-01,0.03
1214,DS,2008-01-01,1.54
1484,PS3,2008-01-01,1.32
2527,PS3,2008-01-01,0.82
6104,DS,2008-01-01,0.28
2526,PS2,2008-01-01,0.82
5563,Wii,2008-01-01,0.33
4061,PSP,2008-01-01,0.49
2525,DS,2008-01-01,0.82
6852,DS,2008-01-01,0.24
10457,DS,2008-01-01,0.1
12532,DS,2008-01-01,0.06
14339,DS,2008-01-01,0.03
118,X360,2008-01-01,6.76
12542,DS,2008-01-01,0.06
7868,DS,2008-01-01,0.19
10459,X360,2008-01-01,0.1
12551,PSP,2008-01-01,0.06
6097,DS,2008-01-01,0.29
12554,DS,2008-01-01,0.06
16245,PC,2008-01-01,0.01
12555,DS,2008-01-01,0.06
5578,PC,2008-01-01,0.32
16009,DS,2008-01-01,0.01
8565,Wii,2008-01-01,0.16
4062,PC,2008-01-01,0.49
14331,PS2,2008-01-01,0.03
8563,PS2,2008-01-01,0.16
1219,Wii,2008-01-01,1.53
12486,DS,2008-01-01,0.06
10717,DS,2008-01-01,0.1
13153,DS,2008-01-01,0.05
5531,PSP,2008-01-01,0.33
4069,DS,2008-01-01,0.49
12503,PS2,2008-01-01,0.06
5543,X360,2008-01-01,0.33
16574,Wii,2008-01-01,0.01
13136,DS,2008-01-01,0.05
8548,PS3,2008-01-01,0.16
2103,PC,2008-01-01,0.99
2556,Wii,2008-01-01,0.81
2105,PSP,2008-01-01,0.98
13145,PS3,2008-01-01,0.05
1035,PS2,2008-01-01,1.72
16001,DS,2008-01-01,0.01
10698,PS2,2008-01-01,0.1
15270,PSP,2008-01-01,0.02
1036,DS,2008-01-01,1.72
6108,PS2,2008-01-01,0.28
226,Wii,2008-01-01,4.68
4035,Wii,2008-01-01,0.49
8347,PS2,2008-01-01,0.17
6944,DS,2008-01-01,0.24
5989,PSP,2008-01-01,0.29
10608,X360,2008-01-01,0.1
5880,DS,2008-01-01,0.3
2303,DS,2008-01-01,0.9
5884,DS,2008-01-01,0.3
12973,DS,2008-01-01,0.05
12846,PSP,2008-01-01,0.05
12847,DS,2008-01-01,0.05
8152,PS2,2008-01-01,0.18
2226,PS3,2008-01-01,0.93
6885,DS,2008-01-01,0.24
8150,Wii,2008-01-01,0.18
2301,Wii,2008-01-01,0.9
14417,PSP,2008-01-01,0.03
2228,Wii,2008-01-01,0.93
16130,DS,2008-01-01,0.01
12852,DS,2008-01-01,0.05
8141,Wii,2008-01-01,0.18
166,PS3,2008-01-01,5.43
14474,PSP,2008-01-01,0.03
16134,DS,2008-01-01,0.01
2300,PS3,2008-01-01,0.9
3965,PS2,2008-01-01,0.5
3996,DS,2008-01-01,0.5
8165,DS,2008-01-01,0.18
4003,PS3,2008-01-01,0.5
8196,PS2,2008-01-01,0.18
14489,DS,2008-01-01,0.03
12983,DS,2008-01-01,0.05
8193,XB,2008-01-01,0.18
12819,X360,2008-01-01,0.06
2318,DS,2008-01-01,0.9
5999,PS2,2008-01-01,0.29
5864,DS,2008-01-01,0.3
2317,Wii,2008-01-01,0.9
8184,DS,2008-01-01,0.18
8168,PSP,2008-01-01,0.18
12980,PS2,2008-01-01,0.05
12979,DS,2008-01-01,0.05
2314,Wii,2008-01-01,0.9
4006,PS2,2008-01-01,0.5
12833,DS,2008-01-01,0.05
2310,DS,2008-01-01,0.9
8175,PS2,2008-01-01,0.18
8014,X360,2008-01-01,0.18
8173,DS,2008-01-01,0.18
12838,DS,2008-01-01,0.05
5875,Wii,2008-01-01,0.3
2316,PS3,2008-01-01,0.9
1438,PSP,2008-01-01,1.35
161,PSP,2008-01-01,5.5
16592,DS,2008-01-01,0.01
10586,Wii,2008-01-01,0.1
2260,PC,2008-01-01,0.92
14422,DS,2008-01-01,0.03
2257,Wii,2008-01-01,0.92
16595,PS2,2008-01-01,0.01
14423,DS,2008-01-01,0.03
10578,Wii,2008-01-01,0.1
2240,PS3,2008-01-01,0.93
14445,PS2,2008-01-01,0.03
5948,X360,2008-01-01,0.3
1155,DS,2008-01-01,1.6
8079,DS,2008-01-01,0.18
15307,PC,2008-01-01,0.02
148,PS3,2008-01-01,5.92
16164,DS,2008-01-01,0.01
8055,PS2,2008-01-01,0.18
2253,X360,2008-01-01,0.92
14428,DS,2008-01-01,0.03
8068,X360,2008-01-01,0.18
8059,Wii,2008-01-01,0.18
1162,PS3,2008-01-01,1.59
1169,Wii,2008-01-01,1.58
1170,DS,2008-01-01,1.58
12858,DS,2008-01-01,0.05
14454,Wii,2008-01-01,0.03
1171,DS,2008-01-01,1.58
3968,PS2,2008-01-01,0.5
1443,PS3,2008-01-01,1.35
5912,X360,2008-01-01,0.3
2288,DS,2008-01-01,0.91
14465,PC,2008-01-01,0.03
8123,Wii,2008-01-01,0.18
13996,PSP,2008-01-01,0.04
13982,PS2,2008-01-01,0.04
2278,X360,2008-01-01,0.91
1148,Wii,2008-01-01,1.6
16156,PSP,2008-01-01,0.01
589,PS3,2008-01-01,2.59
585,DS,2008-01-01,2.61
14418,DS,2008-01-01,0.03
16147,DS,2008-01-01,0.01
1151,X360,2008-01-01,1.6
